INFICON IRwin SX
S/N: 92003117
Software version: 4.02.01
Selected gas: CH4
Last calibration Universal (low range): (500ppm  CH4): 18 Jul 22 08:30
Last calibration Universal (high range): (2.5% 100% CH4): 22 Oct 21 19:26
Last calibration Universal CO2: (20.0% CO2): 22 Oct 21 19:25
Last calibration Ex (2.5% CH4): 22 Oct 21 19:24
Last function test Universal (low range) 10 ppm: 22 Oct 21 19:28
Last function test Universal (high range) 100% CH4: 22 Oct 21 19:29
Last function test Ex : 22 Oct 21 19:28
IRwin App version: v4.11

Date,Time,GPS Status,Sat.,Lat,Long,Alt,Mode,CH4,,CO2 %,O2 %,H2S ppm,CO ppm,C2H6-comp %
2022-07-18,09:16:52,GPS FIX3D,5,42.3976674,-83.5503998,274.1,UNIVERSAL,0,ppm,-.-,-.-,-.-,-.-,-.-
2022-07-18,09:16:55,GPS FIX3D,5,42.3976606,-83.5503920,274.9,UNIVERSAL,0,ppm,-.-,-.-,-.-,-.-,-.-
2022-07-18,09:16:58,GPS FIX3D,5,42.3976678,-83.5503915,275.2,UNIVERSAL,0,ppm,-.-,-.-,-.-,-.-,-.-
2022-07-18,09:17:01,GPS FIX3D,5,42.3976619,-83.5503918,275.1,UNIVERSAL,0,ppm,-.-,-.-,-.-,-.-,-.-
2022-07-18,09:17:04,GPS FIX3D,5,42.3976598,-83.5503916,273.0,UNIVERSAL,0,ppm,-.-,-.-,-.-,-.-,-.-
2022-07-18,09:17:07,GPS FIX3D,5,42.3976766,-83.5503808,275.9,UNIVERSAL,0,ppm,-.-,-.-,-.-,-.-,-.-
2022-07-18,09:17:10,GPS FIX3D,5,42.3976954,-83.5503521,276.2,UNIVERSAL,0,ppm,-.-,-.-,-.-,-.-,-.-
2022-07-18,09:17:13,GPS FIX3D,5,42.3977208,-83.5503383,277.0,UNIVERSAL,0,ppm,-.-,-.-,-.-,-.-,-.-
2022-07-18,09:17:16,GPS FIX3D,5,42.3977338,-83.5503221,276.9,UNIVERSAL,0,ppm,-.-,-.-,-.-,-.-,-.-
2022-07-18,09:17:19,GPS FIX3D,5,42.3977499,-83.5503018,276.1,UNIVERSAL,0,ppm,-.-,-.-,-.-,-.-,-.-
2022-07-18,09:17:22,GPS FIX3D,5,42.3977736,-83.5502833,278.1,UNIVERSAL,0,ppm,-.-,-.-,-.-,-.-,-.-
2022-07-18,09:17:25,GPS FIX3D,5,42.3978061,-83.5502808,278.4,UNIVERSAL,7,ppm,-.-,-.-,-.-,-.-,-.-
2022-07-18,09:17:28,GPS FIX3D,5,42.3978256,-83.5503008,278.6,UNIVERSAL,0,ppm,-.-,-.-,-.-,-.-,-.-
2022-07-18,09:17:31,GPS FIX3D,5,42.3978543,-83.5503121,277.6,UNIVERSAL,0,ppm,-.-,-.-,-.-,-.-,-.-
