INFICON IRwin SX
S/N: 92004355
Software version: 4.03.02
Selected gas: CH4
Last calibration Universal (low range): (500ppm  CH4): 18 Jul 22 14:33
Last calibration Universal (high range): (2.2% 100% CH4): 01 Oct 21 11:50
Last calibration Universal CO2: (20.0% CO2): 01 Oct 21 11:49
Last calibration Ex (2.2% CH4): 01 Oct 21 11:48
Last function test Universal (low range) 10ppm: 01 Oct 21 11:52
Last function test Universal (high range) 100% CH4: 01 Oct 21 11:53
Last function test Ex : 01 Oct 21 11:53
GPS : 3.01 / NW1
IRwin App version: v4.11

Date,Time,GPS Status,Sat.,Lat,Long,Alt,Mode,CH4,,CO2 %,O2 %,H2S ppm,CO ppm,C2H6-comp %
2022-07-18,19:09:07,GPS FIX3D,11,42.3992289,-83.5525060,305.3,UNIVERSAL,0,ppm,-.-,-.-,-.-,-.-,-.-
2022-07-18,19:09:08,GPS FIX3D,11,42.3992289,-83.5525060,305.3,UNIVERSAL,0,ppm,-.-,-.-,-.-,-.-,-.-
2022-07-18,19:09:09,GPS FIX3D,11,42.3992289,-83.5525060,305.3,UNIVERSAL,0,ppm,-.-,-.-,-.-,-.-,-.-
2022-07-18,19:09:10,GPS FIX3D,11,42.3992289,-83.5525060,305.3,UNIVERSAL,0,ppm,-.-,-.-,-.-,-.-,-.-
2022-07-18,19:09:11,GPS FIX3D,12,42.3992289,-83.5525060,305.3,UNIVERSAL,0,ppm,-.-,-.-,-.-,-.-,-.-
2022-07-18,19:09:12,GPS FIX3D,11,42.3992289,-83.5525060,305.3,UNIVERSAL,0,ppm,-.-,-.-,-.-,-.-,-.-
2022-07-18,19:09:13,GPS FIX3D,11,42.3992289,-83.5525060,305.3,UNIVERSAL,0,ppm,-.-,-.-,-.-,-.-,-.-
2022-07-18,19:09:14,GPS FIX3D,11,42.3992289,-83.5525060,305.3,UNIVERSAL,0,ppm,-.-,-.-,-.-,-.-,-.-
2022-07-18,19:09:15,GPS FIX3D,11,42.3992289,-83.5525060,305.3,UNIVERSAL,0,ppm,-.-,-.-,-.-,-.-,-.-
2022-07-18,19:09:16,GPS FIX3D,11,42.3992289,-83.5525060,305.3,UNIVERSAL,0,ppm,-.-,-.-,-.-,-.-,-.-
2022-07-18,19:09:17,GPS FIX3D,12,42.3992289,-83.5525060,305.3,UNIVERSAL,0,ppm,-.-,-.-,-.-,-.-,-.-
2022-07-18,19:09:18,GPS FIX3D,12,42.3992289,-83.5525060,305.3,UNIVERSAL,0,ppm,-.-,-.-,-.-,-.-,-.-
2022-07-18,19:09:19,GPS FIX3D,11,42.3992289,-83.5525060,305.3,UNIVERSAL,0,ppm,-.-,-.-,-.-,-.-,-.-
2022-07-18,19:09:20,GPS FIX3D,12,42.3992289,-83.5525060,305.3,UNIVERSAL,2,ppm,-.-,-.-,-.-,-.-,-.-
2022-07-18,19:09:21,GPS FIX3D,12,42.3992289,-83.5525060,305.3,UNIVERSAL,0,ppm,-.-,-.-,-.-,-.-,-.-
2022-07-18,19:09:22,GPS FIX3D,12,42.3992289,-83.5525060,305.3,UNIVERSAL,0,ppm,-.-,-.-,-.-,-.-,-.-
2022-07-18,19:09:23,GPS FIX3D,12,42.3992289,-83.5525060,305.3,UNIVERSAL,0,ppm,-.-,-.-,-.-,-.-,-.-
2022-07-18,19:09:24,GPS FIX3D,12,42.3992289,-83.5525060,305.3,UNIVERSAL,0,ppm,-.-,-.-,-.-,-.-,-.-
2022-07-18,19:09:25,GPS FIX3D,11,42.3992289,-83.5525060,305.3,UNIVERSAL,0,ppm,-.-,-.-,-.-,-.-,-.-
2022-07-18,19:09:26,GPS FIX3D,11,42.3992289,-83.5525060,305.3,UNIVERSAL,0,ppm,-.-,-.-,-.-,-.-,-.-
2022-07-18,19:09:27,GPS FIX3D,11,42.3992289,-83.5525060,305.3,UNIVERSAL,0,ppm,-.-,-.-,-.-,-.-,-.-
2022-07-18,19:09:28,GPS FIX3D,12,42.3992289,-83.5525060,305.3,UNIVERSAL,0,ppm,-.-,-.-,-.-,-.-,-.-
2022-07-18,19:09:29,GPS FIX3D,12,42.3992289,-83.5525060,305.3,UNIVERSAL,0,ppm,-.-,-.-,-.-,-.-,-.-
2022-07-18,19:09:30,GPS FIX3D,12,42.3992289,-83.5525060,305.3,UNIVERSAL,0,ppm,-.-,-.-,-.-,-.-,-.-
2022-07-18,19:09:31,GPS FIX3D,11,42.3992289,-83.5525060,305.3,UNIVERSAL,0,ppm,-.-,-.-,-.-,-.-,-.-
2022-07-18,19:09:32,GPS FIX3D,11,42.3992289,-83.5525060,305.3,UNIVERSAL,0,ppm,-.-,-.-,-.-,-.-,-.-
2022-07-18,19:09:33,GPS FIX3D,11,42.3992289,-83.5525060,305.3,UNIVERSAL,0,ppm,-.-,-.-,-.-,-.-,-.-
2022-07-18,19:09:34,GPS FIX3D,11,42.3992289,-83.5525060,305.3,UNIVERSAL,0,ppm,-.-,-.-,-.-,-.-,-.-
2022-07-18,19:09:35,GPS FIX3D,11,42.3991954,-83.5526248,305.3,UNIVERSAL,0,ppm,-.-,-.-,-.-,-.-,-.-
2022-07-18,19:09:36,GPS FIX3D,11,42.3991893,-83.5526391,308.3,UNIVERSAL,0,ppm,-.-,-.-,-.-,-.-,-.-
2022-07-18,19:09:37,GPS FIX3D,10,42.3991893,-83.5526391,308.8,UNIVERSAL,0,ppm,-.-,-.-,-.-,-.-,-.-
2022-07-18,19:09:38,GPS FIX3D,11,42.3991893,-83.5526391,308.8,UNIVERSAL,0,ppm,-.-,-.-,-.-,-.-,-.-
2022-07-18,19:09:39,GPS FIX3D,12,42.3991893,-83.5526391,308.8,UNIVERSAL,0,ppm,-.-,-.-,-.-,-.-,-.-
2022-07-18,19:09:40,GPS FIX3D,12,42.3991893,-83.5526391,308.8,UNIVERSAL,0,ppm,-.-,-.-,-.-,-.-,-.-
2022-07-18,19:09:41,GPS FIX3D,12,42.3991893,-83.5526391,308.8,UNIVERSAL,2,ppm,-.-,-.-,-.-,-.-,-.-
2022-07-18,19:09:42,GPS FIX3D,12,42.3991893,-83.5526391,308.8,UNIVERSAL,3,ppm,-.-,-.-,-.-,-.-,-.-
2022-07-18,19:09:43,GPS FIX3D,12,42.3991893,-83.5526391,308.8,UNIVERSAL,1,ppm,-.-,-.-,-.-,-.-,-.-
2022-07-18,19:09:44,GPS FIX3D,12,42.3991893,-83.5526391,308.8,UNIVERSAL,0,ppm,-.-,-.-,-.-,-.-,-.-
2022-07-18,19:09:45,GPS FIX3D,12,42.3991893,-83.5526391,308.8,UNIVERSAL,0,ppm,-.-,-.-,-.-,-.-,-.-
2022-07-18,19:09:46,GPS FIX3D,12,42.3991893,-83.5526391,308.8,UNIVERSAL,0,ppm,-.-,-.-,-.-,-.-,-.-
2022-07-18,19:09:47,GPS FIX3D,12,42.3991893,-83.5526391,308.8,UNIVERSAL,0,ppm,-.-,-.-,-.-,-.-,-.-
