,Microsec,Flight_Date,SenseLong,SenseLat,CH4,Peak,Source_Name,points,Utmlong,Utmlat
2012,3104000000.0,2022-07-18 16:51:28,-83.5598513,42.4057443,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5598513 42.4057443),289344.8424251201,4698001.74545225
2013,3105000000.0,2022-07-18 16:51:29,-83.559857,42.4057463,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.559857 42.4057463),289344.3800284411,4698001.9816892035
2014,3106000000.0,2022-07-18 16:51:30,-83.559858,42.405745,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.559858 42.405745),289344.293378986,4698001.839809447
2015,3107000000.0,2022-07-18 16:51:31,-83.5598591,42.4057485,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5598591 42.4057485),289344.214570518,4698002.23120307
2016,3108000000.0,2022-07-18 16:51:32,-83.5598631,42.4057501,2,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5598631 42.4057501),289343.8907395175,4698002.418803163
2017,3109000000.0,2022-07-18 16:51:33,-83.5598621,42.4057491,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5598621 42.4057491),289343.9696884276,4698002.305274981
2018,3110000000.0,2022-07-18 16:51:34,-83.5598545,42.405745,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5598545 42.405745),289344.58141841774,4698001.83112508
2019,3111000000.0,2022-07-18 16:51:35,-83.5598606,42.405752,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5598606 42.405752),289344.102843271,4698002.623589193
2020,3112000000.0,2022-07-18 16:51:36,-83.5598618,42.4057551,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5598618 42.4057551),289344.0144659033,4698002.9708121745
2021,3113000000.0,2022-07-18 16:51:37,-83.5598601,42.405768,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5598601 42.405768),289344.19756074983,4698004.399099423
2022,3114000000.0,2022-07-18 16:51:38,-83.5598636,42.4057748,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5598636 42.4057748),289343.9322882816,4698005.162902922
2023,3115000000.0,2022-07-18 16:51:39,-83.5598705,42.4057885,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5598705 42.4057885),289343.4103080407,4698006.701366527
2024,3116000000.0,2022-07-18 16:51:40,-83.5598755,42.4057973,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5598755 42.4057973),289343.0282865645,4698007.690985822
2025,3117000000.0,2022-07-18 16:51:41,-83.5598786,42.405802,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5598786 42.405802),289342.7889021549,4698008.220598319
2026,3118000000.0,2022-07-18 16:51:42,-83.5598815,42.4058131,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5598815 42.4058131),289342.5874049616,4698009.46041492
2027,3119000000.0,2022-07-18 16:51:43,-83.5598828,42.4058235,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5598828 42.4058235),289342.5152391977,4698010.61852864
2028,3120000000.0,2022-07-18 16:51:44,-83.5598888,42.4058333,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5598888 42.4058333),289342.0542693496,4698011.721676212
2029,3121000000.0,2022-07-18 16:51:45,-83.5598925,42.4058345,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5598925 42.4058345),289341.75378868054,4698011.864113268
2030,3122000000.0,2022-07-18 16:51:46,-83.5598928,42.4058401,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5598928 42.4058401),289341.74784903636,4698012.4867204605
2031,3123000000.0,2022-07-18 16:51:47,-83.5598915,42.4058466,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5598915 42.4058466),289341.87659765466,4698013.2052998375
2032,3124000000.0,2022-07-18 16:51:48,-83.559892,42.4058545,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.559892 42.4058545),289341.8618992972,4698014.083811224
2033,3125000000.0,2022-07-18 16:51:49,-83.5598928,42.4058595,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5598928 42.4058595),289341.81280238356,4698014.641030902
2034,3126000000.0,2022-07-18 16:51:50,-83.5598945,42.405862,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5598945 42.405862),289341.6812680563,4698014.922866412
2035,3127000000.0,2022-07-18 16:51:51,-83.5598986,42.405866,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5598986 42.405866),289341.35724354046,4698015.377227413
2036,3128000000.0,2022-07-18 16:51:52,-83.5598998,42.4058741,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5598998 42.4058741),289341.28560713516,4698016.279685096
2037,3129000000.0,2022-07-18 16:51:53,-83.5599123,42.4058823,2,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5599123 42.4058823),289340.2843517215,4698017.221286137
2038,3130000000.0,2022-07-18 16:51:54,-83.5599255,42.405889,4,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5599255 42.405889),289339.2204665916,4698017.998053855
2039,3131000000.0,2022-07-18 16:51:55,-83.559938,42.4058911,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.559938 42.4058911),289338.19878785015,4698018.262268934
2040,3132000000.0,2022-07-18 16:51:56,-83.5599541,42.4058943,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5599541 42.4058943),289336.88452375727,4698018.65756862
2041,3133000000.0,2022-07-18 16:51:57,-83.559974,42.405905,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.559974 42.405905),289335.2826436823,4698019.895149715
2042,3134000000.0,2022-07-18 16:51:58,-83.5599926,42.4059011,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5599926 42.4059011),289333.7388655742,4698019.508220201
2043,3135000000.0,2022-07-18 16:51:59,-83.5600081,42.405898,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5600081 42.405898),289332.45288591087,4698019.202436236
2044,3136000000.0,2022-07-18 16:52:00,-83.5600233,42.4058941,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5600233 42.4058941),289331.18891653034,4698018.807070533
2045,3137000000.0,2022-07-18 16:52:01,-83.5600375,42.4058943,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5600375 42.4058943),289330.02097182587,4698018.8645160515
2046,3138000000.0,2022-07-18 16:52:02,-83.5600545,42.405888,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5600545 42.405888),289328.60083201557,4698018.207104737
2047,3139000000.0,2022-07-18 16:52:03,-83.560073,42.4058881,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.560073 42.4058881),289327.0786761548,4698018.264116256
2048,3140000000.0,2022-07-18 16:52:04,-83.5600875,42.4058901,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5600875 42.4058901),289325.8920693735,4698018.522191378
2049,3141000000.0,2022-07-18 16:52:05,-83.560102,42.4058946,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.560102 42.4058946),289324.7138336354,4698019.057884035
2050,3142000000.0,2022-07-18 16:52:06,-83.5601173,42.4058868,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5601173 42.4058868),289323.42857523146,4698018.229684829
2051,3143000000.0,2022-07-18 16:52:07,-83.5601295,42.4058895,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5601295 42.4058895),289322.43359505886,4698018.5597859435
2052,3144000000.0,2022-07-18 16:52:08,-83.5601433,42.4058865,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5601433 42.4058865),289321.287853995,4698018.260890129
2053,3145000000.0,2022-07-18 16:52:09,-83.5601586,42.4058846,2,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5601586 42.4058846),289320.02235092665,4698018.087868435
2054,3146000000.0,2022-07-18 16:52:10,-83.5601735,42.4058858,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5601735 42.4058858),289318.8001467909,4698018.258099838
2055,3147000000.0,2022-07-18 16:52:11,-83.5601851,42.4058826,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5601851 42.4058826),289317.8347887489,4698017.931535774
2056,3149000000.0,2022-07-18 16:52:13,-83.5602151,42.4058633,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5602151 42.4058633),289315.30125796865,4698015.862777439
2057,3150000000.0,2022-07-18 16:52:14,-83.5602301,42.4058655,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5602301 42.4058655),289314.0741723704,4698016.144304751
2058,3151000000.0,2022-07-18 16:52:15,-83.5602475,42.4058735,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5602475 42.4058735),289312.6689962295,4698017.0758604
2059,3152000000.0,2022-07-18 16:52:16,-83.5602653,42.4058721,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5602653 42.4058721),289311.19942489115,4698016.96456783
2060,3153000000.0,2022-07-18 16:52:17,-83.5602818,42.4058728,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5602818 42.4058728),289309.8438714547,4698017.083247966
2061,3154000000.0,2022-07-18 16:52:18,-83.5602943,42.4058716,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5602943 42.4058716),289308.811142895,4698016.981012491
2062,3155000000.0,2022-07-18 16:52:19,-83.5603078,42.405878,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5603078 42.405878),289307.7215672586,4698017.7252155505
2063,3156000000.0,2022-07-18 16:52:20,-83.5603216,42.4058845,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5603216 42.4058845),289306.60763768,4698018.48126799
2064,3157000000.0,2022-07-18 16:52:21,-83.5603335,42.4058806,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5603335 42.4058806),289305.6152458615,4698018.077717251
2065,3158000000.0,2022-07-18 16:52:22,-83.5603471,42.4058838,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5603471 42.4058838),289304.5067251692,4698018.466818809
2066,3159000000.0,2022-07-18 16:52:23,-83.5603638,42.4058845,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5603638 42.4058845),289303.1347126926,4698018.585996606
2067,3160000000.0,2022-07-18 16:52:24,-83.5603786,42.405887,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5603786 42.405887),289301.92509191437,4698018.900343818
2068,3161000000.0,2022-07-18 16:52:25,-83.5603941,42.4058903,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5603941 42.4058903),289300.6605424935,4698019.305266033
2069,3162000000.0,2022-07-18 16:52:26,-83.5604106,42.40589,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5604106 42.40589),289299.30164076545,4698019.3129013
2070,3163000000.0,2022-07-18 16:52:27,-83.560426,42.4058891,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.560426 42.4058891),289298.03125620866,4698019.251178689
2071,3164000000.0,2022-07-18 16:52:28,-83.560439,42.4058941,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.560439 42.4058941),289296.9781420175,4698019.838676867
2072,3165000000.0,2022-07-18 16:52:29,-83.5604508,42.4058903,5,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5604508 42.4058903),289295.99431430304,4698019.445983991
2073,3166000000.0,2022-07-18 16:52:30,-83.5604666,42.4058895,6,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5604666 42.4058895),289294.6913458705,4698019.396359411
2074,3167000000.0,2022-07-18 16:52:31,-83.5604815,42.4058893,4,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5604815 42.4058893),289293.4644538508,4698019.411129563
2075,3168000000.0,2022-07-18 16:52:32,-83.5604978,42.4058861,2,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5604978 42.4058861),289292.1122995919,4698019.096233744
2076,3169000000.0,2022-07-18 16:52:33,-83.560513,42.4058875,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.560513 42.4058875),289290.8660767353,4698019.289424011
2077,3170000000.0,2022-07-18 16:52:34,-83.5605261,42.4058868,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5605261 42.4058868),289289.7856444243,4698019.244203946
2078,3171000000.0,2022-07-18 16:52:35,-83.5605421,42.4058865,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5605421 42.4058865),289288.4678909558,4698019.2506003715
2079,3172000000.0,2022-07-18 16:52:36,-83.5605563,42.4058828,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5605563 42.4058828),289287.28688517364,4698018.87496999
2080,3173000000.0,2022-07-18 16:52:37,-83.5605741,42.4058821,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5605741 42.4058821),289285.81965775735,4698018.841415609
2081,3174000000.0,2022-07-18 16:52:38,-83.560589,42.4058855,4,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.560589 42.4058855),289284.6048220451,4698019.255956286
2082,3175000000.0,2022-07-18 16:52:39,-83.5605986,42.4058875,4,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5605986 42.4058875),289283.8214708321,4698019.501877017
2083,3176000000.0,2022-07-18 16:52:40,-83.5606086,42.4058856,3,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5606086 42.4058856),289282.99213965464,4698019.315707578
2084,3177000000.0,2022-07-18 16:52:41,-83.560622,42.4058803,2,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.560622 42.4058803),289281.87161246344,4698018.760417421
2085,3178000000.0,2022-07-18 16:52:42,-83.560637,42.4058821,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.560637 42.4058821),289280.64318870346,4698018.997531893
2086,3179000000.0,2022-07-18 16:52:43,-83.5606498,42.4058793,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5606498 42.4058793),289279.58041210147,4698018.718370234
2087,3180000000.0,2022-07-18 16:52:44,-83.56066,42.4058756,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.56066 42.4058756),289278.72859291296,4698018.33281321
2088,3181000000.0,2022-07-18 16:52:45,-83.5606745,42.4058866,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5606745 42.4058866),289277.5721296101,4698019.590319033
2089,3182000000.0,2022-07-18 16:52:46,-83.5606851,42.4058855,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5606851 42.4058855),289276.6960994658,4698019.494477111
2090,3183000000.0,2022-07-18 16:52:47,-83.5606965,42.4058901,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5606965 42.4058901),289275.77332209283,4698020.03358849
2091,3184000000.0,2022-07-18 16:52:48,-83.5607106,42.4058861,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5607106 42.4058861),289274.5995405421,4698019.624397945
2092,3185000000.0,2022-07-18 16:52:49,-83.5607265,42.4058833,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5607265 42.4058833),289273.2816436356,4698019.352931682
2093,3186000000.0,2022-07-18 16:52:50,-83.560742,42.4058818,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.560742 42.4058818),289272.0010193285,4698019.224833839
2094,3187000000.0,2022-07-18 16:52:51,-83.560761,42.4058775,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.560761 42.4058775),289270.4229782298,4698018.794492244
2095,3188000000.0,2022-07-18 16:52:52,-83.5607753,42.4058793,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5607753 42.4058793),289269.2521624967,4698019.029871243
2096,3189000000.0,2022-07-18 16:52:53,-83.5607901,42.4058786,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5607901 42.4058786),289268.03182520706,4698018.988874175
2097,3190000000.0,2022-07-18 16:52:54,-83.5608013,42.4058811,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5608013 42.4058811),289267.1184741816,4698019.294291716
2098,3191000000.0,2022-07-18 16:52:55,-83.5608173,42.405877,2,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5608173 42.405877),289265.78799303016,4698018.878714048
2099,3192000000.0,2022-07-18 16:52:56,-83.5608336,42.4058826,2,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5608336 42.4058826),289264.4653113063,4698019.541036587
2100,3193000000.0,2022-07-18 16:52:57,-83.5608426,42.4058828,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5608426 42.4058828),289263.7253099227,4698019.585585792
2101,3194000000.0,2022-07-18 16:52:58,-83.5608508,42.4058806,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5608508 42.4058806),289263.04310750635,4698019.361636649
2102,3195000000.0,2022-07-18 16:52:59,-83.5608685,42.4058881,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5608685 42.4058881),289261.6115744236,4698020.2384240255
2103,3196000000.0,2022-07-18 16:53:00,-83.5608866,42.405891,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5608866 42.405891),289260.1317156643,4698020.605388691
2104,3197000000.0,2022-07-18 16:53:01,-83.5609063,42.40589,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5609063 42.40589),289258.5071193554,4698020.543242242
2105,3198000000.0,2022-07-18 16:53:02,-83.56092,42.4058955,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.56092 42.4058955),289257.39807526546,4698021.188007567
2106,3199000000.0,2022-07-18 16:53:03,-83.5609333,42.4058971,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5609333 42.4058971),289256.30888712546,4698021.398697095
2107,3200000000.0,2022-07-18 16:53:04,-83.5609495,42.4059026,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5609495 42.4059026),289254.9941014048,4698022.049668555
2108,3201000000.0,2022-07-18 16:53:05,-83.5609666,42.4059091,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5609666 42.4059091),289253.6085983447,4698022.813921303
2109,3202000000.0,2022-07-18 16:53:06,-83.5609856,42.4059235,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5609856 42.4059235),289252.0931931435,4698024.460161614
2110,3203000000.0,2022-07-18 16:53:07,-83.560999,42.4059343,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.560999 42.4059343),289251.02659194823,4698025.69273208
2111,3204000000.0,2022-07-18 16:53:08,-83.5610145,42.40593,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5610145 42.40593),289249.73658927274,4698025.253706906
2112,3205000000.0,2022-07-18 16:53:09,-83.5610298,42.4059286,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5610298 42.4059286),289248.4727596269,4698025.136221615
2113,3206000000.0,2022-07-18 16:53:10,-83.5610393,42.405928,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5610393 42.405928),289247.68893075985,4698025.093176182
2114,3207000000.0,2022-07-18 16:53:11,-83.561053,42.4059283,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.561053 42.4059283),289246.56247020734,4698025.160499198
2115,3208000000.0,2022-07-18 16:53:12,-83.5610678,42.4059321,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5610678 42.4059321),289245.35720703314,4698025.619217357
2116,3209000000.0,2022-07-18 16:53:13,-83.561083,42.4059226,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.561083 42.4059226),289244.0744746368,4698024.602004394
2117,3210000000.0,2022-07-18 16:53:14,-83.5610996,42.4059181,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5610996 42.4059181),289242.6932748692,4698024.143501793
2118,3211000000.0,2022-07-18 16:53:15,-83.561119,42.4059166,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.561119 42.4059166),289241.09169312275,4698024.025091208
2119,3212000000.0,2022-07-18 16:53:16,-83.5611358,42.4059163,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5611358 42.4059163),289239.7081025791,4698024.033482836
2120,3213000000.0,2022-07-18 16:53:17,-83.5611508,42.4059153,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5611508 42.4059153),289238.47030136175,4698023.959673368
2121,3214000000.0,2022-07-18 16:53:18,-83.5611638,42.4059116,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5611638 42.4059116),289237.38804923027,4698023.581072339
2122,3215000000.0,2022-07-18 16:53:19,-83.5611748,42.4059045,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5611748 42.4059045),289236.4590012257,4698022.819946814
2123,3216000000.0,2022-07-18 16:53:20,-83.5611916,42.4059031,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5611916 42.4059031),289235.07172559033,4698022.706187716
2124,3217000000.0,2022-07-18 16:53:21,-83.5612088,42.4059001,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5612088 42.4059001),289233.64617143886,4698022.415746811
2125,3218000000.0,2022-07-18 16:53:22,-83.5612213,42.4058963,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5612213 42.4058963),289232.60473217745,4698022.02480053
2126,3219000000.0,2022-07-18 16:53:23,-83.561237,42.405893,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.561237 42.405893),289231.30161798303,4698021.697322152
2127,3220000000.0,2022-07-18 16:53:24,-83.5612535,42.4058935,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5612535 42.4058935),289229.94539581705,4698021.793808472
2128,3221000000.0,2022-07-18 16:53:25,-83.5612676,42.4058895,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5612676 42.4058895),289228.77161136374,4698021.384625534
2129,3222000000.0,2022-07-18 16:53:26,-83.5612816,42.405892,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5612816 42.405892),289227.6278310002,4698021.696999644
2130,3223000000.0,2022-07-18 16:53:27,-83.5612953,42.405888,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5612953 42.405888),289226.4869650897,4698021.286824029
2131,3224000000.0,2022-07-18 16:53:28,-83.5613121,42.4058871,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5613121 42.4058871),289225.10136384616,4698021.2285903655
2132,3225000000.0,2022-07-18 16:53:29,-83.5613285,42.4058881,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5613285 42.4058881),289223.75504627125,4698021.380353091
2133,3226000000.0,2022-07-18 16:53:30,-83.561344,42.4058881,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.561344 42.4058881),289222.47944584466,4698021.418834713
2134,3227000000.0,2022-07-18 16:53:31,-83.5613571,42.4058848,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5613571 42.4058848),289221.3903026383,4698021.084903163
2135,3228000000.0,2022-07-18 16:53:32,-83.5613738,42.4058851,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5613738 42.4058851),289220.0169509904,4698021.159678563
2136,3229000000.0,2022-07-18 16:53:33,-83.5613861,42.4058778,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5613861 42.4058778),289218.9802447742,4698020.379573435
2137,3230000000.0,2022-07-18 16:53:34,-83.5614011,42.4058768,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5614011 42.4058768),289217.7424424541,4698020.305767605
2138,3231000000.0,2022-07-18 16:53:35,-83.5614116,42.4058768,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5614116 42.4058768),289216.87832587596,4698020.331836514
2139,3232000000.0,2022-07-18 16:53:36,-83.5614251,42.4058743,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5614251 42.4058743),289215.7589435483,4698020.087736485
2140,3233000000.0,2022-07-18 16:53:37,-83.5614403,42.4058738,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5614403 42.4058738),289214.50635680766,4698020.069951251
2141,3234000000.0,2022-07-18 16:53:38,-83.5614503,42.4058628,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5614503 42.4058628),289213.6465369239,4698018.873262793
2142,3235000000.0,2022-07-18 16:53:39,-83.561461,42.4058595,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.561461 42.4058595),289212.75490523793,4698018.533373852
2143,3236000000.0,2022-07-18 16:53:40,-83.5614756,42.4058568,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5614756 42.4058568),289211.54432587576,4698018.269796181
2144,3237000000.0,2022-07-18 16:53:41,-83.5614885,42.405853,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5614885 42.405853),289210.4699658287,4698017.879846261
2145,3238000000.0,2022-07-18 16:53:42,-83.5615076,42.4058561,1,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5615076 42.4058561),289208.9084817209,4698018.271514068
2146,3239000000.0,2022-07-18 16:53:43,-83.5615221,42.405859,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5615221 42.405859),289207.724893184,4698018.62955165
2147,3240000000.0,2022-07-18 16:53:44,-83.5615358,42.4058588,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5615358 42.4058588),289206.5967564101,4698018.641357609
2148,3241000000.0,2022-07-18 16:53:45,-83.5615511,42.4058615,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5615511 42.4058615),289205.34666050324,4698018.979172516
2149,3242000000.0,2022-07-18 16:53:46,-83.5615653,42.4058601,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5615653 42.4058601),289204.1733549823,4698018.858963982
2150,3243000000.0,2022-07-18 16:53:47,-83.5615823,42.4058645,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5615823 42.4058645),289202.7890501346,4698019.3897800995
2151,3244000000.0,2022-07-18 16:53:48,-83.5615973,42.4058678,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5615973 42.4058678),289201.5656537587,4698019.793478983
2152,3245000000.0,2022-07-18 16:53:49,-83.56161,42.4058733,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.56161 42.4058733),289200.5389110072,4698020.435770574
2153,3246000000.0,2022-07-18 16:53:50,-83.5616248,42.405876,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5616248 42.405876),289199.329964058,4698020.772345102
2154,3247000000.0,2022-07-18 16:53:51,-83.5616406,42.40588,2,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5616406 42.40588),289198.04307592136,4698021.255763852
2155,3248000000.0,2022-07-18 16:53:52,-83.5616555,42.4058801,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5616555 42.4058801),289196.8171884325,4698021.303865067
2156,3249000000.0,2022-07-18 16:53:53,-83.5616693,42.4058801,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5616693 42.4058801),289195.681492397,4698021.338130493
2157,3250000000.0,2022-07-18 16:53:54,-83.5616841,42.4058808,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5616841 42.4058808),289194.46584486903,4698021.452611986
2158,3251000000.0,2022-07-18 16:53:55,-83.5616995,42.4058838,0,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5616995 42.4058838),289193.2085253801,4698021.823991489
2159,3252000000.0,2022-07-18 16:53:56,-83.5617123,42.4058803,8,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5617123 42.4058803),289192.14339948224,4698021.467110146
2160,3253000000.0,2022-07-18 16:53:57,-83.5617288,42.4058795,15,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5617288 42.4058795),289190.78282163374,4698021.419243053
2161,3254000000.0,2022-07-18 16:53:58,-83.5617428,42.4058793,16,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5617428 42.4058793),289189.62999611144,4698021.431796687
2162,3255000000.0,2022-07-18 16:53:59,-83.5617616,42.4058768,12,0,92003059_20220718_1617_IRW0080.csv,POINT (-83.5617616 42.4058768),289188.0744395759,4698021.200861397
